NCVOG_gene	ARG085	Burma_1F	CCIBt4013	CIRM-AVA-1-Amber	CIRM-AVA-1-Meiospore	CIRM-AVA-1-Orange	California_12	JEL0065	JEL0095	JEL0112	JEL0117	JEL0120	JEL0129	JEL0176	JEL0318	JEL0345	JEL0379	JEL0388	JEL0389	JEL0407	JEL0476	JEL0513	JEL0522	JEL0563	JEL0566	JEL0567	JEL0680	JEL0695	JEL0708	JEL0728	JEL0729	JEL0754	JEL0764	JEL0774	JEL0797	JEL0801	JEL0829	JEL0837	JEL0838	JEL0842	JEL0847	JEL0866	JEL0888	JEL0916	JEL0917	KLL_TL_06062013	PLAUS21	WJD170
NCVOG1353	1.2e-177 (5 hits)	0.0 (2 hits)	6.1e-138 (9 hits)	0.0 (20 hits)	0.0 (1 hits)	0.0 (2 hits)	0.0 (12 hits)	8.5e-217 (7 hits)	3.2e-119 (4 hits)	2.8e-62 (5 hits)	2.7e-131 (12 hits)		6.7e-112 (3 hits)	9.6e-166 (15 hits)	8e-102 (4 hits)	5.7e-220 (27 hits)	3.3e-139 (4 hits)	2.3e-112 (2 hits)	1.8e-127 (2 hits)	1.1e-107 (4 hits)	1.1e-111 (7 hits)	1.3e-113 (7 hits)	1.3e-111 (7 hits)	7.5e-127 (2 hits)	2.2e-127 (4 hits)	1.5e-140 (3 hits)	4.8e-103 (6 hits)	4.6e-156 (8 hits)	0.0 (2 hits)	4.8e-176 (11 hits)	1.9e-162 (10 hits)	3.7e-113 (4 hits)	2.1e-92 (2 hits)	6e-65 (9 hits)	1.4e-248 (7 hits)	3e-166 (15 hits)	4.3e-184 (4 hits)		1.7e-174 (2 hits)	3.5e-113 (11 hits)	1.8e-174 (7 hits)	1.7e-174 (7 hits)	3.8e-143 (3 hits)	4.6e-125 (10 hits)	1e-185 (6 hits)	5.3e-115 (4 hits)	1.7e-126 (11 hits)	6.8e-118 (7 hits)
NCVOG1354	1.1e-31 (3 hits)	1.3e-43 (3 hits)	8e-30 (5 hits)	1.8e-35 (7 hits)			9.4e-46 (4 hits)	2.5e-33 (8 hits)	1.4e-28 (4 hits)	2.7e-35 (6 hits)	3.2e-35 (7 hits)		2.8e-35 (6 hits)	1.8e-34 (5 hits)	2.9e-18 (3 hits)	8.8e-33 (11 hits)	2e-28 (6 hits)	2.6e-28 (4 hits)	1.1e-28 (5 hits)	6.6e-31 (7 hits)	4.2e-21 (3 hits)	2.9e-36 (3 hits)	1.8e-15 (2 hits)	1.3e-29 (4 hits)	3.4e-27 (5 hits)	6.1e-28 (5 hits)	8.4e-20 (4 hits)	1.4e-31 (9 hits)	6.3e-32 (6 hits)	6.9e-35 (6 hits)	1.8e-41 (3 hits)	4.8e-12 (3 hits)	4.8e-29 (3 hits)	9.7e-33 (1 hits)	1.2e-39 (6 hits)	4.7e-24 (5 hits)	1.6e-15 (3 hits)		1.4e-30 (5 hits)	2.5e-38 (3 hits)	1.3e-32 (4 hits)	1.2e-32 (5 hits)	3.9e-29 (5 hits)	1.4e-31 (6 hits)	5.2e-42 (5 hits)	5.8e-24 (4 hits)	8.3e-31 (4 hits)	1.8e-27 (4 hits)
NCVOG1356																2e-11 (1 hits)																												2.9e-10 (1 hits)				
NCVOG1357			1e-32 (7 hits)																			1.2e-20 (1 hits)								5.5e-17 (4 hits)						3.6e-36 (1 hits)	2e-24 (1 hits)		4.5e-20 (5 hits)	4.2e-45 (1 hits)	4.8e-23 (7 hits)	1e-21 (5 hits)					1.5e-20 (4 hits)	
NCVOG1358	1.7e-24 (19 hits)			4.6e-24 (16 hits)	1.9e-11 (2 hits)	1.1e-11 (2 hits)		1.6e-18 (33 hits)		7e-14 (21 hits)	2.8e-24 (37 hits)		4e-22 (32 hits)	2.3e-15 (10 hits)	2e-12 (2 hits)	1e-23 (17 hits)		2.2e-09 (3 hits)		4.3e-23 (68 hits)		1.3e-34 (50 hits)		1.7e-09 (2 hits)	8.4e-09 (1 hits)	8.9e-09 (1 hits)		1.2e-19 (20 hits)		7.2e-11 (3 hits)	1.3e-11 (2 hits)	1.7e-09 (3 hits)	7.1e-24 (12 hits)		5.3e-14 (6 hits)		2.4e-10 (2 hits)		9.8e-09 (2 hits)	1.2e-11 (6 hits)	1.1e-09 (2 hits)			2.4e-12 (4 hits)	8e-33 (65 hits)			3.1e-11 (2 hits)
NCVOG1359		1.7e-16 (3 hits)		2.7e-38 (15 hits)			6.1e-16 (6 hits)				2e-12 (9 hits)				4e-10 (4 hits)		3.5e-09 (2 hits)	2.8e-09 (2 hits)	2.8e-09 (8 hits)	2.2e-13 (7 hits)	6.1e-15 (3 hits)		4.9e-15 (3 hits)		1.5e-18 (2 hits)	1.3e-17 (5 hits)	5.7e-09 (2 hits)	7.6e-12 (7 hits)	1.2e-18 (6 hits)	1.8e-10 (1 hits)			9e-14 (6 hits)		2.6e-09 (2 hits)	3.5e-10 (2 hits)	1.4e-09 (2 hits)		1.6e-12 (1 hits)	1.4e-09 (1 hits)	2.7e-17 (3 hits)	1.4e-17 (3 hits)		1.1e-13 (16 hits)	8.5e-11 (4 hits)	1.5e-09 (2 hits)	3.4e-19 (3 hits)	6.3e-12 (7 hits)
NCVOG1361																																												2e-14 (6 hits)				
NCVOG1368	6.6e-11 (3 hits)										2e-09 (1 hits)			3.2e-10 (1 hits)														8.1e-11 (1 hits)											2e-11 (1 hits)		2.5e-11 (1 hits)						3.3e-11 (1 hits)	
NCVOG1394																																				1e-10 (1 hits)			6.6e-09 (1 hits)									
NCVOG1407			1.3e-21 (295 hits)					8e-11 (8 hits)		2.5e-14 (29 hits)	3.3e-25 (52 hits)		4.4e-18 (40 hits)					2.1e-27 (31 hits)		1.4e-14 (6 hits)		3e-19 (27 hits)						5.5e-12 (4 hits)			4.9e-18 (33 hits)	2.1e-21 (48 hits)				2.4e-09 (3 hits)								4.8e-20 (12 hits)	4.1e-24 (23 hits)			2e-11 (7 hits)
NCVOG1408			1.5e-58 (558 hits)					1.9e-16 (25 hits)		5.8e-23 (16 hits)	6.4e-30 (68 hits)		1.7e-30 (27 hits)					5.8e-36 (39 hits)		4.6e-10 (10 hits)		6.3e-14 (17 hits)					1.2e-10 (3 hits)	6.6e-10 (3 hits)	1.6e-10 (2 hits)		4.2e-13 (18 hits)	3.6e-32 (163 hits)	3.3e-10 (4 hits)		2.6e-10 (8 hits)	1.8e-12 (17 hits)	2.2e-10 (2 hits)		3.2e-11 (4 hits)	3.2e-09 (4 hits)				4.4e-22 (24 hits)	8.4e-28 (17 hits)	1.6e-11 (7 hits)		2.3e-18 (22 hits)
NCVOG1423		1.5e-24 (1 hits)					1.1e-21 (2 hits)	1.3e-10 (3 hits)								6.2e-25 (3 hits)	2.9e-24 (1 hits)																5.8e-22 (1 hits)	2.5e-29 (2 hits)										1.1e-26 (5 hits)				
NCVOG1425	1.9e-16 (27 hits)		4.9e-10 (23 hits)	4.1e-09 (4 hits)												7.7e-10 (6 hits)				1.6e-14 (22 hits)		2.5e-09 (3 hits)						3.9e-12 (13 hits)																3.2e-12 (8 hits)	1.2e-15 (9 hits)			
NCVOG1437	1.6e-24 (30 hits)		4.7e-21 (62 hits)	3.3e-20 (10 hits)				2.7e-20 (58 hits)		4.1e-10 (12 hits)	4.4e-21 (48 hits)		7e-11 (15 hits)	1.6e-24 (12 hits)	6.4e-12 (3 hits)	3.8e-14 (11 hits)	1.4e-10 (2 hits)	1.6e-10 (3 hits)	3e-11 (2 hits)	4.4e-18 (84 hits)		1.6e-29 (98 hits)		1.4e-11 (2 hits)	3.7e-11 (2 hits)	1.7e-11 (2 hits)		2.1e-24 (25 hits)	3.6e-10 (6 hits)			1.6e-12 (4 hits)	5.5e-19 (6 hits)		1.1e-13 (10 hits)					1.5e-10 (2 hits)	2.7e-09 (3 hits)			9e-14 (18 hits)	1e-28 (74 hits)			1.1e-12 (3 hits)
NCVOG1438	9.3e-37 (56 hits)	5.4e-10 (14 hits)	1.2e-41 (488 hits)	3e-23 (36 hits)	6.8e-15 (13 hits)	4.1e-15 (7 hits)	9.5e-10 (7 hits)	9.3e-26 (90 hits)	4.7e-20 (4 hits)	4.7e-24 (73 hits)	7.1e-31 (63 hits)	3.5e-10 (2 hits)	9.9e-33 (117 hits)	4e-34 (19 hits)	2.1e-13 (8 hits)	2.6e-28 (39 hits)	2.2e-20 (12 hits)	6.6e-11 (8 hits)	1.2e-20 (9 hits)	4.1e-25 (129 hits)		3.2e-52 (106 hits)		5.2e-19 (8 hits)	5e-20 (9 hits)	5e-20 (10 hits)	6.6e-10 (1 hits)	4.2e-35 (50 hits)	9.6e-13 (17 hits)	3.2e-14 (3 hits)	2.4e-13 (3 hits)	4e-11 (10 hits)	5.7e-38 (19 hits)		5.2e-22 (25 hits)	1.5e-10 (1 hits)	5.4e-11 (3 hits)			2e-09 (6 hits)			5.1e-10 (8 hits)	6.3e-35 (42 hits)	6.3e-49 (121 hits)	2.2e-10 (9 hits)		1.3e-10 (5 hits)
NCVOG1439	2.5e-11 (11 hits)																			9.3e-13 (7 hits)		4e-11 (5 hits)											2e-09 (2 hits)															
NCVOG1443																																	1.3e-10 (5 hits)															
NCVOG1446	5.2e-17 (2 hits)							5.3e-19 (3 hits)			2.1e-20 (3 hits)			4.4e-18 (2 hits)		3e-19 (2 hits)			1.1e-27 (2 hits)	1.7e-23 (2 hits)		2.9e-19 (4 hits)			3e-30 (2 hits)	1e-28 (2 hits)	3.6e-24 (4 hits)	9.7e-21 (4 hits)					4.1e-31 (2 hits)		4.8e-18 (3 hits)	3.8e-22 (1 hits)	1e-42 (4 hits)							7.7e-22 (1 hits)	7.2e-19 (2 hits)			1.9e-27 (3 hits)
NCVOG1451	1.4e-09 (1 hits)	8.8e-62 (3 hits)	1.5e-09 (1 hits)	1.8e-12 (1 hits)	6.3e-13 (1 hits)	3.8e-13 (1 hits)	7.8e-69 (5 hits)	1.8e-22 (2 hits)	8.9e-29 (1 hits)	5.3e-20 (2 hits)	2e-09 (2 hits)		5.6e-20 (2 hits)	4.2e-47 (3 hits)		9.9e-91 (3 hits)	2.2e-49 (3 hits)	5.6e-15 (1 hits)	1.4e-27 (1 hits)	9.5e-15 (1 hits)	4.6e-18 (3 hits)	9.4e-21 (2 hits)	1.6e-10 (1 hits)	4.6e-30 (1 hits)	1.3e-27 (1 hits)	1e-27 (1 hits)	8e-15 (2 hits)	7.4e-36 (3 hits)	2.6e-36 (2 hits)	8.3e-12 (3 hits)	1.8e-11 (1 hits)	2.4e-15 (2 hits)	8.7e-13 (1 hits)	2.4e-30 (3 hits)	2e-10 (1 hits)	3.6e-10 (1 hits)	3.7e-15 (3 hits)		1.3e-22 (1 hits)	7.8e-17 (2 hits)	1.8e-17 (2 hits)	2.8e-11 (3 hits)	1.8e-13 (1 hits)	5.3e-36 (7 hits)	1.9e-09 (1 hits)		1.5e-22 (1 hits)	2.3e-14 (3 hits)
NCVOG1452															4.7e-09 (2 hits)							8.1e-09 (1 hits)																						1.2e-09 (1 hits)				
NCVOG2058	2.4e-65 (79 hits)	8.1e-26 (20 hits)	0.0 (588 hits)	7.1e-17 (13 hits)	1.6e-13 (4 hits)	2.7e-10 (1 hits)	1.5e-29 (18 hits)	1.2e-153 (507 hits)	2.3e-141 (58 hits)	4.2e-190 (155 hits)	1.3e-146 (325 hits)	1.5e-25 (1 hits)	1.9e-275 (201 hits)	2.9e-63 (90 hits)	6.4e-62 (116 hits)	9.3e-64 (75 hits)	3.6e-75 (33 hits)	2.6e-128 (583 hits)	5.5e-85 (61 hits)	3.5e-58 (137 hits)	1.6e-108 (23 hits)	1.9e-91 (147 hits)	2.9e-51 (32 hits)	8.6e-66 (20 hits)	2.2e-60 (50 hits)	3.1e-94 (38 hits)	1.8e-64 (49 hits)	1.9e-95 (270 hits)	5.5e-272 (45 hits)	8.3e-128 (215 hits)	7.3e-87 (93 hits)	1.6e-146 (703 hits)	1.4e-128 (442 hits)	3.6e-72 (149 hits)	3.7e-71 (67 hits)	3.5e-179 (727 hits)	5.6e-56 (49 hits)	2.4e-31 (1 hits)	1e-118 (208 hits)	7.5e-60 (118 hits)	8.6e-94 (173 hits)	5e-112 (167 hits)	2.3e-49 (258 hits)	8.8e-160 (159 hits)	4.9e-122 (251 hits)	8.8e-88 (112 hits)	6.1e-111 (212 hits)	5.4e-146 (522 hits)
NCVOG2123				4e-21 (2 hits)																																												
NCVOG2195				3.8e-12 (1 hits)																											6.6e-47 (1 hits)								1.3e-09 (1 hits)								6.5e-09 (2 hits)	
NCVOG2204	1.2e-47 (4 hits)	7.5e-67 (5 hits)	5.3e-18 (1 hits)	2.6e-97 (14 hits)	5.3e-68 (2 hits)	3.2e-68 (2 hits)	2.1e-66 (10 hits)	2.4e-41 (3 hits)	6.2e-42 (2 hits)	2.9e-41 (3 hits)	6.4e-51 (6 hits)		3.8e-41 (3 hits)	1.2e-62 (5 hits)		4.1e-49 (4 hits)	6.4e-38 (2 hits)	1.2e-16 (3 hits)	1.5e-36 (4 hits)	1.7e-21 (3 hits)	1e-14 (2 hits)	2.1e-56 (3 hits)	8e-15 (2 hits)	1.9e-30 (2 hits)	4.3e-37 (5 hits)	4.6e-37 (4 hits)	1.5e-61 (3 hits)	4.6e-55 (4 hits)	3.1e-65 (1 hits)	5.8e-39 (8 hits)	5.7e-71 (3 hits)	9.6e-23 (2 hits)		2.6e-17 (4 hits)	2.3e-49 (4 hits)	1.8e-77 (14 hits)	1.2e-61 (3 hits)		1.2e-80 (2 hits)	2.6e-39 (3 hits)	5e-60 (3 hits)	4.8e-60 (3 hits)	1.3e-23 (2 hits)	4.4e-13 (3 hits)	2.4e-39 (6 hits)	1.2e-21 (2 hits)	2.2e-80 (2 hits)	
NCVOG2216	2.5e-21 (2 hits)	4.2e-09 (2 hits)									1.7e-24 (1 hits)			3e-21 (2 hits)		5.9e-14 (2 hits)	3.7e-16 (1 hits)							6.3e-15 (1 hits)				3.1e-21 (1 hits)			8.9e-15 (1 hits)								9e-23 (1 hits)		2.3e-23 (1 hits)		6.9e-14 (2 hits)				1.5e-22 (1 hits)	
NCVOG2223	5.1e-37 (1 hits)	9.1e-26 (3 hits)					2.4e-09 (1 hits)				5.1e-30 (1 hits)			4.2e-36 (1 hits)		8.7e-30 (1 hits)			2.6e-10 (2 hits)			2.6e-18 (1 hits)						6.2e-37 (2 hits)	7.2e-09 (1 hits)	7.4e-46 (2 hits)			2.7e-16 (2 hits)			1e-10 (1 hits)			1.1e-50 (1 hits)	1.9e-25 (1 hits)	3.1e-48 (1 hits)	1.8e-48 (1 hits)			1.7e-28 (2 hits)	3.1e-37 (2 hits)	5.7e-51 (2 hits)	2.1e-22 (1 hits)
NCVOG2246			2.2e-11 (2 hits)	2e-16 (2 hits)					7.7e-57 (2 hits)	3e-82 (2 hits)			1.5e-82 (3 hits)		8.4e-13 (2 hits)			4.1e-38 (2 hits)			3.5e-17 (2 hits)	1.2e-53 (4 hits)	2.8e-17 (2 hits)				1.3e-17 (3 hits)	1.9e-81 (4 hits)		4.2e-26 (2 hits)	3e-33 (8 hits)	4.2e-68 (3 hits)		4.2e-16 (6 hits)		7.7e-54 (12 hits)	1.7e-40 (2 hits)		3.2e-38 (2 hits)		1.5e-45 (2 hits)	1.5e-45 (2 hits)	4.2e-18 (2 hits)	1.3e-32 (5 hits)		1.2e-24 (3 hits)	9e-25 (4 hits)	1.9e-24 (4 hits)
NCVOG2249															5.5e-10 (1 hits)	2.7e-09 (1 hits)		2.1e-10 (1 hits)																2.2e-10 (1 hits)	6.1e-09 (1 hits)								1.1e-11 (1 hits)	4e-09 (1 hits)				1.1e-10 (1 hits)
NCVOG2254	3.3e-15 (2 hits)	2.4e-12 (1 hits)		1.3e-54 (7 hits)	4.4e-55 (1 hits)	2.7e-55 (1 hits)		6.5e-31 (1 hits)	5.3e-21 (2 hits)	3.3e-27 (1 hits)	5.6e-30 (2 hits)		3.4e-27 (1 hits)	2.7e-15 (2 hits)		4.5e-15 (3 hits)	2.7e-12 (1 hits)			1.5e-12 (1 hits)		6.1e-15 (2 hits)		2.7e-21 (3 hits)			5.3e-45 (1 hits)	4e-15 (4 hits)	1.3e-39 (1 hits)	2e-13 (2 hits)	1.1e-12 (3 hits)				2.4e-10 (2 hits)	1.7e-09 (1 hits)	2.2e-45 (1 hits)		6.1e-14 (2 hits)	2.1e-13 (1 hits)	4.9e-14 (1 hits)	4.7e-14 (1 hits)		1.4e-09 (1 hits)	3.5e-18 (3 hits)		7.4e-14 (1 hits)	
NCVOG2271				3.8e-11 (1 hits)																																												
NCVOG2295				2.1e-80 (9 hits)																																												
NCVOG2420		6.2e-14 (1 hits)	1.4e-11 (2 hits)	2.4e-17 (39 hits)	2.3e-09 (1 hits)	1.4e-09 (1 hits)	2.4e-09 (1 hits)		1.2e-10 (2 hits)						4.5e-09 (2 hits)							8.5e-14 (4 hits)					2.5e-10 (2 hits)		7.7e-13 (2 hits)	3.8e-11 (3 hits)	6.7e-22 (40 hits)		2.3e-11 (2 hits)				1.3e-10 (2 hits)		1.1e-09 (2 hits)		9.1e-10 (3 hits)	8.8e-10 (3 hits)		1.5e-12 (4 hits)				
NCVOG2443	1.9e-14 (10 hits)		7e-113 (1082 hits)	1.8e-12 (6 hits)	7.9e-13 (6 hits)	3.8e-13 (3 hits)	2.1e-09 (3 hits)	3.4e-38 (80 hits)	6.4e-10 (3 hits)	9.9e-87 (111 hits)	6.3e-93 (160 hits)	2.6e-10 (3 hits)	2.6e-126 (109 hits)	1e-14 (8 hits)	1.5e-16 (11 hits)		1.3e-11 (11 hits)	7.5e-49 (108 hits)	5.7e-12 (9 hits)	1.1e-19 (72 hits)	1.6e-13 (9 hits)	4.9e-30 (49 hits)	1.3e-13 (9 hits)	4.5e-12 (8 hits)	1.9e-12 (13 hits)	6.6e-12 (9 hits)	4.2e-16 (7 hits)	2.3e-14 (27 hits)	4.4e-22 (40 hits)	7.5e-18 (21 hits)	6.7e-15 (50 hits)	2.9e-71 (587 hits)	3.1e-22 (21 hits)	1.1e-19 (13 hits)	3.5e-29 (24 hits)	2.2e-15 (6 hits)	4.2e-16 (7 hits)		3.5e-16 (18 hits)	2.3e-16 (13 hits)	1.9e-16 (14 hits)	1.8e-16 (17 hits)	2.5e-12 (15 hits)	1.2e-56 (47 hits)	2.1e-53 (89 hits)	3.9e-26 (23 hits)	2.5e-16 (22 hits)	1.4e-37 (18 hits)
NCVOG2487															4.3e-20 (3 hits)																																	
NCVOG2600				7.1e-10 (1 hits)																																												
NCVOG2612																													1.5e-11 (1 hits)																			
NCVOG2618		6e-28 (1 hits)		3.2e-13 (2 hits)	1.1e-13 (2 hits)	6.8e-14 (5 hits)	1.8e-27 (2 hits)									3.6e-20 (3 hits)	8.4e-14 (1 hits)		4.4e-14 (1 hits)					1.9e-13 (1 hits)		8.3e-14 (1 hits)				3.1e-13 (2 hits)		1.6e-09 (1 hits)	7.5e-13 (2 hits)						2.4e-13 (2 hits)		4e-12 (1 hits)	3.7e-12 (1 hits)		2.9e-09 (2 hits)		2e-09 (1 hits)	2e-13 (1 hits)	
NCVOG2626				4.8e-22 (18 hits)	1.3e-10 (1 hits)																							1.6e-09 (1 hits)	1.6e-12 (1 hits)		2.5e-10 (2 hits)						7.9e-12 (2 hits)						1.1e-09 (2 hits)					
NCVOG2628				6.6e-11 (3 hits)																								2.5e-11 (1 hits)											7e-09 (1 hits)		3.5e-09 (1 hits)	3.6e-09 (1 hits)						
NCVOG2639		6.8e-13 (2 hits)	8.7e-16 (1 hits)	8.2e-10 (1 hits)	2.8e-10 (1 hits)	1.7e-10 (1 hits)	6.5e-13 (3 hits)	6.1e-10 (2 hits)									9.9e-18 (1 hits)	1.8e-09 (1 hits)	8.5e-18 (1 hits)	3.3e-12 (1 hits)	6.1e-13 (1 hits)		4.9e-13 (1 hits)	8.1e-18 (1 hits)		1.4e-18 (2 hits)			2.5e-20 (4 hits)	6.5e-12 (1 hits)						1.2e-12 (1 hits)			3.8e-12 (1 hits)		4.3e-12 (1 hits)	4.2e-12 (1 hits)	6.2e-10 (1 hits)	2e-12 (1 hits)		7.9e-10 (1 hits)	6.7e-12 (1 hits)	
NCVOG2642	1.1e-16 (1 hits)	2.3e-11 (1 hits)			4e-09 (1 hits)	2.4e-09 (1 hits)		4.4e-21 (2 hits)		9.7e-20 (2 hits)	1e-20 (5 hits)		1e-19 (2 hits)	3.4e-11 (2 hits)												1.8e-13 (1 hits)	2e-13 (1 hits)	1.5e-13 (1 hits)		3.6e-33 (2 hits)	7.2e-09 (1 hits)		1e-12 (1 hits)		4.4e-17 (3 hits)	1.3e-15 (1 hits)	8.8e-18 (2 hits)		7.1e-32 (2 hits)		1.6e-32 (2 hits)	1.5e-32 (2 hits)					1.1e-31 (2 hits)	
NCVOG2643	4.2e-20 (2 hits)	4.8e-26 (3 hits)	1.6e-18 (6 hits)	2.2e-75 (21 hits)	1.3e-36 (1 hits)	4.5e-21 (2 hits)	4.4e-46 (6 hits)	1.4e-09 (1 hits)		2.1e-14 (4 hits)	1.6e-18 (9 hits)		7.3e-15 (4 hits)	2.2e-14 (3 hits)	2.8e-23 (12 hits)		1.1e-18 (1 hits)	7.5e-09 (1 hits)	3.8e-19 (1 hits)		3e-13 (1 hits)	3e-18 (2 hits)	1.8e-14 (4 hits)	1.1e-17 (1 hits)	1.5e-19 (1 hits)	2.1e-18 (1 hits)	3e-48 (2 hits)	1.6e-25 (5 hits)		4e-40 (3 hits)	5.5e-75 (8 hits)	9.9e-28 (54 hits)	4.5e-16 (4 hits)		3.8e-23 (9 hits)	3.5e-15 (2 hits)	1.7e-48 (3 hits)	6.7e-29 (6 hits)	3e-46 (1 hits)	2.9e-23 (6 hits)	9.8e-43 (1 hits)	7.9e-37 (4 hits)	2.9e-13 (3 hits)	5.8e-25 (20 hits)	7.6e-22 (12 hits)	1.6e-20 (17 hits)	1.2e-28 (4 hits)	2.9e-10 (1 hits)
NCVOG2645																											1e-09 (1 hits)	1.3e-09 (1 hits)		1.3e-10 (1 hits)		1.1e-09 (1 hits)			6.3e-12 (1 hits)		4.6e-10 (1 hits)		4.3e-10 (1 hits)		2.9e-09 (1 hits)	2.8e-09 (1 hits)					8.1e-10 (2 hits)	
NCVOG2647											1.8e-10 (2 hits)				4.2e-09 (1 hits)		7.9e-26 (2 hits)		1.4e-26 (2 hits)						3e-23 (1 hits)																				1.2e-10 (1 hits)			
NCVOG2652	4.1e-10 (3 hits)			8.9e-52 (11 hits)												7.9e-55 (1 hits)												5e-10 (3 hits)			2.5e-50 (1 hits)																	
NCVOG2653		2.6e-20 (4 hits)					1.2e-19 (5 hits)									8.5e-17 (4 hits)																																
NCVOG2654																								9.8e-11 (2 hits)			3.7e-15 (3 hits)	9.5e-16 (1 hits)		3.5e-17 (2 hits)						1.2e-13 (1 hits)	8.5e-17 (3 hits)		5.7e-16 (1 hits)			7.3e-16 (1 hits)					2e-14 (1 hits)	
NCVOG2663		2.1e-24 (17 hits)					1.3e-18 (3 hits)														6e-11 (1 hits)																											
NCVOG2683	1.9e-15 (1 hits)							1.5e-17 (1 hits)						4.1e-16 (1 hits)		1.1e-15 (1 hits)												2.3e-15 (1 hits)																				1.4e-16 (1 hits)
NCVOG2734	7.7e-09 (2 hits)		2e-112 (554 hits)	2.8e-09 (2 hits)	1.1e-09 (2 hits)	6.7e-10 (2 hits)	5.8e-22 (4 hits)	3.3e-40 (63 hits)	2.5e-10 (4 hits)	2.1e-58 (54 hits)	7.8e-48 (83 hits)		2.7e-78 (52 hits)	3.5e-11 (4 hits)	2.6e-13 (5 hits)		1e-11 (2 hits)	5.3e-44 (43 hits)	1.4e-12 (2 hits)	3.6e-22 (70 hits)	3.3e-13 (4 hits)	4.6e-31 (39 hits)	2.6e-13 (5 hits)	2.8e-10 (2 hits)	5.4e-13 (6 hits)	1.4e-12 (2 hits)	8.4e-11 (4 hits)	1.8e-17 (13 hits)	6.8e-17 (9 hits)	8e-19 (11 hits)	8.9e-36 (24 hits)	4.6e-50 (254 hits)	4e-18 (10 hits)		3e-22 (11 hits)	2.2e-15 (3 hits)	1.7e-10 (6 hits)		3.1e-19 (3 hits)	5.3e-19 (6 hits)	3.2e-18 (7 hits)	3.1e-18 (7 hits)	1.6e-09 (1 hits)	4e-38 (26 hits)	2.3e-35 (48 hits)	1.2e-13 (6 hits)	8.2e-19 (4 hits)	1.1e-34 (13 hits)
NCVOG2750				6.1e-31 (18 hits)																											1.7e-11 (1 hits)													1.6e-20 (5 hits)				
NCVOG2775	5.4e-45 (104 hits)	4.1e-41 (35 hits)	0.0 (704 hits)	8.8e-45 (47 hits)	3.3e-43 (10 hits)	5.4e-35 (9 hits)	8e-42 (47 hits)	1.9e-145 (385 hits)	3.7e-65 (44 hits)	3.7e-208 (182 hits)	6.6e-235 (289 hits)	5.6e-41 (1 hits)	4.8e-300 (226 hits)	9.4e-45 (98 hits)	6.5e-73 (111 hits)	3.5e-41 (83 hits)	1.4e-44 (50 hits)	5.1e-192 (264 hits)	8e-46 (72 hits)	3.4e-89 (243 hits)	3.2e-53 (36 hits)	1.2e-144 (186 hits)	3.5e-79 (35 hits)	5.5e-42 (38 hits)	9.7e-46 (57 hits)	6.7e-46 (58 hits)	7.8e-56 (46 hits)	3.8e-86 (224 hits)	2.5e-199 (80 hits)	2.6e-53 (144 hits)	6e-105 (128 hits)	1.3e-279 (975 hits)	9.5e-95 (373 hits)	6.1e-54 (169 hits)	1.4e-113 (63 hits)	4.4e-58 (375 hits)	9e-51 (53 hits)	3.1e-12 (2 hits)	5.9e-55 (124 hits)	8.2e-69 (56 hits)	1.2e-48 (115 hits)	1.2e-48 (112 hits)	8.4e-65 (43 hits)	6.3e-158 (191 hits)	2.3e-185 (238 hits)	3.5e-87 (120 hits)	1.8e-58 (127 hits)	5.8e-166 (537 hits)
NCVOG2777																		1.7e-14 (1 hits)														1.1e-12 (2 hits)							8.9e-09 (1 hits)			1.6e-10 (1 hits)						
NCVOG2845				4.7e-11 (3 hits)																																												
NCVOG2860	4.2e-39 (54 hits)	3.4e-18 (7 hits)	1.8e-168 (670 hits)	6e-09 (1 hits)			2.9e-14 (6 hits)	1.3e-88 (421 hits)	3.7e-80 (44 hits)	6e-108 (132 hits)	6.6e-78 (260 hits)	2.7e-20 (1 hits)	1.5e-119 (116 hits)	9.9e-39 (61 hits)	2e-54 (104 hits)	9.4e-39 (58 hits)	4.1e-34 (21 hits)	1.3e-56 (543 hits)	2e-49 (43 hits)	1.2e-27 (81 hits)	9.3e-47 (15 hits)	2.3e-52 (127 hits)	1.8e-24 (22 hits)	1.7e-36 (15 hits)	1.1e-29 (30 hits)	2.9e-54 (27 hits)	5.2e-48 (37 hits)	9.2e-76 (195 hits)	8.1e-149 (48 hits)	1.2e-69 (159 hits)	4.3e-52 (81 hits)	7.9e-87 (474 hits)	2.9e-74 (429 hits)	2.5e-47 (122 hits)	6.8e-34 (52 hits)	6.5e-100 (536 hits)	7.9e-34 (42 hits)	1.4e-24 (1 hits)	1.3e-73 (158 hits)	1.6e-34 (86 hits)	1.8e-52 (148 hits)	2.5e-68 (139 hits)	1.2e-29 (176 hits)	3.5e-95 (157 hits)	6.8e-62 (182 hits)	5.5e-35 (90 hits)	3.2e-66 (167 hits)	1.3e-96 (594 hits)
NCVOG2871				7.3e-12 (6 hits)										2.8e-09 (1 hits)		4.4e-09 (2 hits)															1.9e-09 (2 hits)																	
